GEOID10,Latitude,Longitude,D_d,SE_T002_002,PCT_SE_T02A_002,PCT_SE_T011_002,PCT_SE_T011_005,PCT_SE_T054_003,PCT_SE_T058_006,PCT_SE_T058_008,SE_T064_001,SE_T068_001,PCT_SE_T070_002,PCT_SE_T025_002,PCT_SE_T113_002,SE_T059_001,SE_T068_001.1,PCT_SE_T080_002,Unemploy,neighbor1,neighbor2,neighbor3,neighbor4,neighbor5,neighbor6,neighbor7,neighbor8,neighbor9,neighbor10,neighbor11,neighbor12,neighbor13
26049012905,42.9367555,-83.7085526,0.000923738,714.1259,99.62,21.34,17.48,8.59,13.18,35.62,2.17,1808,91.92,8.13,0,53334,87201900,1.28,48.3777938,26049012907,26049012904,26049012906,26049011102,26049011211,26049011212,26049011010,26049011301,0,0,0,0,0
26049012906,42.8930543,-83.7096403,0.00114745,363.1278,98.87,27.72,11.78,4.98,10.84,26.42,2.55,1035,93.62,1.66,0,82246,81177100,2.33,41.24145187,26049012907,26049013301,26125124000,26049011102,26049012904,26049012905,0,0,0,0,0,0,0
26049012907,42.8930523,-83.7717039,0.000681597,214.4904,99.69,25.8,11.39,0.82,6.14,16.27,2.78,915,96.07,7.07,0,84551,68740600,0,43.65971108,26049013001,26049013110,26049012802,26049013301,26049012906,26049012904,26049012905,0,0,0,0,0,0
26049013001,42.8324807,-83.8640173,0.000794413,103.6949,98.32,26.06,10.48,0.19,6.03,15.66,2.78,1021,92.56,5.88,4.95,72476,63561900,0,45.46391753,26155031301,26093721100,26093711000,26049013002,26049013110,26155031800,26049012801,26049012907,26049012802,0,0,0,0
26049013002,42.7998898,-83.8431396,0.00123731,459.2139,88.42,25.16,10.61,0.33,9.62,21.9,2.61,1827,88.72,6.95,10.76,71903,111954300,2.06,40.69839308,26093711000,26093710300,26049013112,26049013001,26049013110,0,0,0,0,0,0,0,0
26049013110,42.8472929,-83.7780254,0.000879868,247.731,99.39,24.73,14.01,0.37,6.84,16.1,2.72,834,94.6,2.5,10.63,64025,51412600,0.87,51.63254012,26049013002,26049013112,26049013113,26049013001,26049013111,26049013301,26049012907,0,0,0,0,0,0
26049013111,42.8254205,-83.7515364,0.001485584,869.899,74.08,22.82,12.99,0.28,6.9,22.72,2.51,1262,89.62,7.62,2.65,78266,91414700,1.46,36.5100087,26049013202,26049013204,26049013112,26049013113,26049013301,26049013110,0,0,0,0,0,0,0
26049013112,42.8046917,-83.768785,0.000232606,894.762,85.62,28.4,10.47,0.4,6.03,14.22,2.83,1667,94.48,3.3,4.38,111305,162506300,0.68,42.22813239,26093711000,26093710300,26049013002,26049013204,26049013111,26049013110,26049013113,0,0,0,0,0,0
26049013113,42.8191644,-83.7812248,0.000754382,1692.896,97.26,25.58,19.92,0.45,9.28,26.61,2.51,1695,91.56,3.35,5.59,71857,109438900,3.41,47.94996525,26049013110,26049013112,26049013111,0,0,0,0,0,0,0,0,0,0
26049013202,42.8085164,-83.697382,0.000756773,2039.455,98.08,25.66,13.47,1.7,14.36,32.53,2.34,2623,90.24,10.82,6.72,56635,140342000,1.29,35.61282468,26049013204,26125124000,26049013111,26049013301,0,0,0,0,0,0,0,0,0
26049013204,42.7947583,-83.7210205,0.000822902,1604.319,93.27,22.61,15.31,0.89,12.16,36.92,2.21,2947,91.55,7.39,8.26,61815,158000200,2.54,38.32149201,26049013112,26093710300,26093710100,26125125000,26125124000,26049013202,26049013111,0,0,0,0,0,0
26049013301,42.847335,-83.7128533,0.001108455,889.435,80.18,21.74,16.37,0.56,9.82,24.32,2.42,2853,88.19,6.51,0.75,80036,199129700,0.76,39.48167645,26049013111,26049013202,26125124000,26049013110,26049012907,26049012906,26049011102,0,0,0,0,0,0
26049013401,42.944264,-83.5448576,0.000903808,185.8504,98.08,25.97,10.59,0.62,6.4,12.61,2.89,2198,95.95,4.06,2.74,103101,215275700,2.11,36.83893022,26049011101,26125124000,26125123000,26125123100,26125122200,26087342000,26049011214,26049013402,26049011213,26049011402,26049011601,0,0
26049013402,42.9108533,-83.5173334,0.001428634,845.843,96.82,32.54,10.34,0.81,9.74,21.02,2.83,691,93.63,6.44,5.56,88336,53090000,2.5,40.63421829,26049013401,0,0,0,0,0,0,0,0,0,0,0,0
26049013500,42.9905813,-83.7055348,0.001337154,3637.731,98.5,23.83,12.76,32.63,21.43,38.58,2.28,2500,85.32,17.91,24.57,41397,95545500,5.89,50.71393402,26049980000,26049011010,26049004000,26049010912,26049003600,26049003700,0,0,0,0,0,0,0
26049013600,43.0340491,-83.6887865,0.000382384,2850.041,98.43,22.34,9.35,82.97,23.63,59.15,1.74,670,95.37,13.04,27.57,30781,20254200,14.44,67.87175989,0,26049002800,26049002600,0,26049002200,26049980100,0,0,0,0,0,0,0
26051000100,44.1210735,-84.4918711,0.000960106,45.0125,96.81,15.05,33.44,0.29,5.24,23.58,2.24,2793,49.19,15.36,6.88,63323,86880500,3.13,66.83710738,26051000400,26051000500,26035000800,26035000100,26051000200,26143971100,26129950600,0,0,0,0,0,0
26051000200,44.1088339,-84.3339854,0.001406987,53.83277,94.01,11.25,33.46,0.3,5.86,28.86,2.07,1699,38.14,15.58,11.65,50161,34109700,1.32,64.20361248,26051000600,26051000300,26051000500,26051000100,26129950600,0,0,0,0,0,0,0,0
26051000300,44.0165926,-84.2387936,0.000589701,15.08469,98.31,15.98,24.9,0.44,6.6,32.02,2.17,1923,48.88,15.44,9.69,43804,44023200,1.99,57.93378995,26051000900,26017286400,26051000600,26011970200,26051000200,26129950600,0,0,0,0,0,0,0
26051000400,44.0009981,-84.5618038,0.001274637,62.9314,96.76,23.5,19.53,0.03,7.71,23.28,2.56,1874,63.71,12.86,13.71,48433,58894700,4.19,52.75,26051000800,26035000800,26051000700,26051000500,26051000100,26035000100,0,0,0,0,0,0,0
26051000500,43.9461475,-84.4221326,0.001250232,43.10736,98.17,22.26,18.73,0.16,6.15,19.65,2.6,2056,69.55,15.78,13,51240,80550600,1.59,53.68941031,26111291601,26111291101,26111291700,26051000800,26051000900,26051000600,26051000700,26051000200,26051000400,26051000100,0,0,0
26051000600,43.9509247,-84.3381253,0.001272352,57.44534,95.75,16.39,22.17,0.46,9.02,28.44,2.26,1727,50.09,23.75,16.95,36754,33447000,4.18,65.1879236,26051000300,26051000900,26051000500,26051000200,0,0,0,0,0,0,0,0,0
26051000700,43.96586,-84.485754,0.001134309,148.7053,99.2,23.32,22.04,0.13,13.77,35.03,2.31,2154,87.33,16.59,18.77,39846,81047800,5.65,53.85427666,26051000800,26051000400,26051000500,0,0,0,0,0,0,0,0,0,0
26051000800,43.8614558,-84.5361177,0.001532875,87.89858,98.14,24.69,16.51,0.25,11.91,25.54,2.54,1884,82.91,13.34,15.16,48439,79682500,7.11,51.74006775,26111291601,26111291700,26051000500,26073940200,26035000800,26051000400,26051000700,0,0,0,0,0,0
26051000900,43.8485757,-84.2578399,0.000423874,68.25282,92.93,15.29,24.46,0.32,7.68,29.1,2.21,1562,54.99,15.45,22.15,47312,41965800,4.06,65.73426573,26111291101,26017286400,26051000500,26051000300,26051000600,0,0,0,0,0,0,0,0
26057000100,43.383117,-84.7965854,0.000956607,57.78846,99.12,23.53,15.55,0.07,10.06,19.23,2.59,1740,89.66,15.06,9.83,46200,70225100,4.8,45.93862816,26057000200,26057000800,26117971000,26117970100,26073000300,26073000900,0,0,0,0,0,0,0
26057000200,43.3775565,-84.606007,0.000997588,40.26852,99.63,23.59,16.04,0.27,6.78,18.63,2.62,2106,92.5,12.66,4.46,64423,119119300,1.3,43.35631091,26057000900,26057001000,26057000700,26057000800,26057000100,26057000600,26057000500,26057000300,26111291400,26073000900,26073000300,0,0
26057000300,43.4111733,-84.6112502,0.000648562,864.7582,96.38,19.97,14.2,13.33,15.17,31.53,2.41,2020,91.39,15.78,24.6,41049,87352500,8.08,65.26630339,26057000200,26057000500,0,0,0,0,0,0,0,0,0,0,0
26057000500,43.3920589,-84.6550467,0.000861553,1307.667,98.7,19.27,19.55,0.86,14.66,38.7,2.17,2345,92.24,8.42,17.39,44617,90172300,4.7,53.68185517,26057000200,26057000600,26057000300,0,0,0,0,0,0,0,0,0,0
26057000600,43.3675473,-84.655092,0.000550553,1055.62,95.52,24.32,10.82,0.78,16.06,27.94,2.49,1630,90.92,8.92,16.68,40721,60960700,2.4,41.45758662,26057000200,26057000500,0,0,0,0,0,0,0,0,0,0,0
26057000700,43.3766532,-84.4229489,0.001318756,46.97931,99.98,25.5,15.52,0.21,10.5,22.47,2.61,1457,88.88,7.6,8.7,56323,69785200,5.17,45.37941397,26057000200,26057000900,26145012500,26145012300,26145012200,26111291400,0,0,0,0,0,0,0
26057000800,43.1972098,-84.7335092,2.96E-05,39.40974,99.15,24.41,15.12,0.53,8.48,21.2,2.62,1807,90.04,13.12,8.18,58625,94094300,1.56,43.92605634,26057000900,26117971000,26057001000,26057000200,26057000100,0,0,0,0,0,0,0,0
26057000900,43.200853,-84.4799207,0.000546137,25.72154,99.63,23.63,17.08,0.5,7.78,22.03,2.57,1526,89.25,13.23,9.11,52375,69921100,2.85,48.23848238,26155030200,26057000800,26145012500,26057001000,26057000200,26057000700,0,0,0,0,0,0,0
26057001000,43.2549755,-84.6488594,0.000337406,109.6718,99.77,23.51,15.56,0.61,12.18,27.74,2.41,1707,91.86,14.31,11.16,52721,79715400,5.82,40.65541856,26057000900,26057000800,26057000200,0,0,0,0,0,0,0,0,0,0
26063950900,43.715853,-82.9886775,0.000240464,26.62861,99.86,25.98,15.91,0.52,7.36,25.32,2.55,1664,89,15.1,9.29,53706,80076800,2.88,42.44260204,26157000100,26151970200,0,0,0,0,0,0,0,0,0,0,0
26073000100,43.7733876,-84.9198778,0.000647077,34.0037,99.19,23.25,15.77,0.49,6.88,21.49,2.55,1869,76.19,15.76,12.44,52823,75906900,2.85,48.35061263,26073000200,26073940100,26107960100,26073940200,26035000500,26133970500,26035000400,26035000600,26035000800,0,0,0,0
26073000200,43.6368318,-85.0231147,0.000714988,69.50835,97.4,23.26,16.53,0.62,9.77,23.29,2.51,2446,78.29,14.1,10.74,53079,100002300,4.46,45.86427657,26073000300,26107961000,26073940600,26107960100,26073940100,26073000100,0,0,0,0,0,0,0
26073000300,43.5046203,-84.9075268,0.000714592,45.24781,99.74,26.81,11.55,0.74,7.72,21.06,2.71,1999,90.05,9.33,6.77,57535,99709700,1.62,36.53225806,26117970100,26117970200,26057000100,0,26107961000,26057000200,26073000900,26073000200,26073940600,26073000400,26073000800,0,0
26073000400,43.5754081,-84.8170626,0.00105106,630.5198,98.99,8.94,5.42,4.76,5.12,21,2.57,1630,95.83,2.63,8.05,51099,76649600,1.93,41.69014085,26073000300,26073940600,26073000800,26073000700,26073000500,26073940500,0,0,0,0,0,0,0
26073000500,43.5935923,-84.7745118,0.000421552,8425.067,100,4.03,2.57,2.83,3.97,21.24,3.02,1204,89.95,3.21,7.92,37746,41370700,1.92,48.60675039,26073000700,26073000400,0,26073940500,26073940300,0,0,0,0,0,0,0,0
26073000700,43.5752875,-84.7427842,0.000320936,2017.081,99.92,3.53,2.11,5.03,6.83,26.69,2.44,2600,97.42,11.86,61.82,15748,30710500,3.08,60.38717134,26073000900,26073000800,26073000400,26073940300,0,26073000500,0,0,0,0,0,0,0
26073000800,43.563675,-84.7683124,0.000525206,1003.63,99.28,12.44,1.64,4.8,8.81,19.42,2.62,1181,94.16,6.49,21.82,28538,32876900,1.13,47.10605554,26073000300,26073000400,26073000900,26073000700,0,0,0,0,0,0,0,0,0
26073000900,43.5287645,-84.6675098,0.00092939,80.04719,99.7,24.9,13.25,0.29,11.97,23.06,2.56,1788,90.21,10.35,5.77,52801,82845500,1.08,42.74832419,26057000200,26111291400,26057000100,26073000300,26073000800,26073000700,26073940300,26073940200,0,0,0,0,0
26073940100,43.6850441,-84.8475164,0.000836546,63.31322,99.06,26.92,12.81,0.53,9.66,23.22,2.61,1966,87.39,9.38,8.24,59722,98780300,3.39,40.51774287,26073000200,26073940600,26073940400,26073940300,26073940200,26073000100,0,0,0,0,0,0,0
26073940200,43.7106564,-84.6649237,0.001050424,63.8166,99.65,27.37,10.63,0.47,14.53,22.22,2.7,2315,90.97,18.17,14.93,55101,108934800,4.05,48.67298578,26073940300,26073000900,26111291400,26073940100,26111291700,26073000100,26035000800,26051000800,0,0,0,0,0
26073940300,43.615273,-84.7379235,0.000747669,522.7628,97.52,20.03,17.18,1.67,12.03,32.88,2.24,2352,92.98,9.65,8.65,58952,127631700,1.8,40.87707339,26073000900,26073000700,26073940200,26073940500,26073000500,0,26073940400,26073940100,0,0,0,0,0
26073940400,43.6221748,-84.7856071,0.000840998,966.3957,98.51,20.96,8.54,2.15,11.99,36.15,2.21,1689,93.84,16.38,19.04,50020,76331600,3.34,47.44962217,26073940500,26073940600,26073940300,26073940100,0,0,0,0,0,0,0,0,0
26073940500,43.6006358,-84.7811238,0.000716621,4088.539,97.67,14.64,6.96,3.22,11.2,36.43,2.18,1246,93.18,10.24,29.53,38382,47210100,2.36,36.88195991,26073940600,26073000400,26073000500,26073940300,26073940400,0,0,0,0,0,0,0,0
26073940600,43.6038075,-84.8939053,0.000783187,113.4344,99.09,23.91,13.09,0.74,7.85,19.68,2.59,2015,93.55,6.76,5.19,80413,150292500,1.66,35.63042369,26073000200,26073000300,26073000400,26073940500,26073940400,26073940100,0,0,0,0,0,0,0
26087330000,43.1744062,-83.045377,0.000684391,41.59068,99.01,24.02,12.32,0.41,6.82,18.99,2.71,1507,90.51,11.48,7.18,60340,82968800,2.69,46.50165017,26087338500,26087333000,26087332500,26151971100,26087330500,26151971000,0,0,0,0,0,0,0
26087330500,43.2784518,-83.2310074,0.00140645,44.31971,98.75,27.41,13.71,0.58,7.93,19.05,2.81,1235,88.83,12.66,9.73,56706,61356600,3.14,46.83491932,26157001200,26087331500,26087332000,26087332500,26087330000,26151971000,26157001000,26157001100,0,0,0,0,0
26087331000,43.2070728,-83.418425,0.000920985,128.4203,97.07,22.95,13.51,0.33,8.44,19.11,2.69,802,84.16,15.86,3.91,52289,36602300,5.71,58.42318059,26049012402,26087331500,26157001200,0,0,0,0,0,0,0,0,0,0
26087331500,43.1682035,-83.4006662,0.001676145,147.1125,94.14,25.26,11.29,0.29,8.94,20.36,2.73,1101,91.46,9.85,8.19,60864,61716300,4.14,43.28493648,26049012402,26087342100,26087334500,26087334000,26087332000,26087331000,26157001200,26087330500,0,0,0,0,0
26087332000,43.1914343,-83.2889514,0.000979434,160.8336,97.49,26.02,10.9,0.28,9.31,16.41,2.79,2395,85.22,12.81,6.15,70590,145840600,2.71,46.29306585,26087334500,26087331500,26087334000,26087333500,26087333000,26087332500,26157001200,26087330500,0,0,0,0,0
26087332500,43.1972032,-83.1797099,0.000995455,101.0231,99.18,26.94,11.91,0.36,9.45,21.54,2.74,1454,90.99,10.29,13.27,62210,79318600,3.69,46.64347826,26087333500,26087332000,26087333000,26087330000,26087330500,0,0,0,0,0,0,0,0
26087333000,43.1048303,-83.1657569,0.000465331,88.81859,96.9,22.81,14.62,0.35,6.21,18.64,2.65,1256,92.28,10.72,6.41,66812,78704700,2.63,50.49056604,26087333500,26087338000,26087338500,26087330000,26087332000,26087332500,0,0,0,0,0,0,0
26087333500,43.1063831,-83.2736599,0.001092478,240.4533,95.33,23.93,14.3,0.27,10.57,19.21,2.63,2301,92.96,7.65,5.24,67139,152339600,1.28,41.20437204,26087338000,26087337500,26087338500,26087333000,26087334000,26087332000,26087332500,0,0,0,0,0,0
26087334000,43.1089953,-83.3256445,0.000843014,247.6901,95.41,21.54,22.55,0.37,11.94,26.62,2.47,963,94.81,7.82,14.51,53356,47967300,3,51.01604278,26087334500,26087337000,26087337500,26087333500,26087331500,26087332000,0,0,0,0,0,0,0
26087334500,43.1029619,-83.3769454,0.000666758,155.3436,96.53,22.03,12.33,0,7.82,15.28,2.74,869,94.13,7.84,3.51,65869,55593600,0,43.12638581,26087336000,26087342100,26087337000,26087334000,26087331500,26087332000,0,0,0,0,0,0,0
26087336000,43.015767,-83.3930491,0.000801885,165.6508,93.65,21.49,14.36,0.44,8.42,19.73,2.59,2243,89.48,7.22,5.5,70526,152337100,3.7,51.30013222,26049011601,26087342000,26087341500,26087338000,26049011712,26087337000,26049011902,26087342100,26087334500,0,0,0,0
26087337000,43.0482808,-83.3366823,0.000915662,1108.995,97.6,24.49,17.29,0.87,19.25,42.73,2.06,1883,85.5,14.59,19.59,51806,82061700,7.26,57.26950355,26087336000,26087338000,26087336500,26087337500,26087334500,26087334000,0,0,0,0,0,0,0
26087337500,43.0503476,-83.3088894,0.001625547,1925.856,94.26,27.5,12.5,0.54,17.8,36.05,2.37,1995,88.72,15.49,19.35,46294,82912800,6.53,41.42194745,26087338000,26087337000,26087333500,26087334000,0,0,0,0,0,0,0,0,0
26087338000,43.0058113,-83.2713508,0.001031356,161.7217,97,22.45,14.76,0.26,7.8,18.23,2.69,2005,93.32,10.65,6.68,70742,134410200,1.63,43.89773275,26087336000,26087341500,26087341000,26087338500,26087337000,26087337500,26087333500,26087333000,0,0,0,0,0
26087338500,43.0242655,-83.1608969,0.000344752,135.5035,96.87,23.6,13.61,0.23,7.4,18.39,2.69,2001,87.76,8.63,5.28,64795,111513300,2.5,41.37931034,26087338000,26087341000,26087333500,26087333000,26087330000,0,0,0,0,0,0,0,0
26087341000,42.9375795,-83.1740282,0.000436933,136.4727,96.5,23.51,13.32,0.13,6.32,18.06,2.69,1908,92.87,5.02,4.64,110906,195195100,2.22,46.15002484,26125121000,26087341500,26125120300,26087338000,26087338500,0,0,0,0,0,0,0,0
26087341500,42.934679,-83.273424,0.000787137,124.1939,96.96,23.39,14.59,0.54,7.52,18.96,2.63,1806,89.09,5.66,7.25,84159,134149600,1.51,42.90438966,26125122200,26087342000,26125121400,26125121000,26087341000,26087336000,26087338000,0,0,0,0,0,0
26087342000,42.9263728,-83.3912341,0.000968639,135.3933,92.85,21.84,13.76,0.18,4.86,14.41,2.72,1802,92.4,9.32,8.76,84118,147124000,2.52,40.88454616,26049013401,26125122200,26125121400,26087341500,26049011601,26087336000,0,0,0,0,0,0,0
26087342100,43.0931098,-83.42843,0.001113838,195.656,89.5,22.07,11.75,0.2,7.22,17.94,2.63,1479,90.8,6.24,3.86,74583,97927900,1.9,43.89363099,26049011902,26087336000,26087334500,26049011901,26049012402,26087331500,0,0,0,0,0,0,0
26093710100,42.7751193,-83.7129378,0.00065897,497.5742,97.53,29.21,13.02,0.52,5.74,13.35,2.9,888,96.17,4.12,0,130493,112355100,0,41.90283401,26125125600,26093710700,26125125000,26093710500,26093710300,26049013204,26125124000,0,0,0,0,0,0
26093710300,42.7442859,-83.7750118,0.000893865,302.0037,95.03,26.87,10.34,0.67,9.88,15.56,2.85,1437,94.36,7.18,5.06,91074,115664300,0.94,44.95932083,26093712102,26093711000,26093713300,26093713100,26093710700,26093710500,26093710100,26049013002,26049013112,26049013204,0,0,0
26093710500,42.7508408,-83.7333701,0.000631421,357.8222,94.26,25.68,12.38,0.33,7.05,15.59,2.76,754,88.46,4.22,7.32,79961,56532800,0,48.16053512,26093710700,26093710300,26093710100,0,0,0,0,0,0,0,0,0,0
26093710700,42.720079,-83.7182328,0.000443553,145.7995,98.66,22.87,13.51,0.27,5.83,14.57,2.8,692,94.22,5.98,3.46,98245,63270100,1.55,40.65391733,26093713300,26093713100,26093710300,0,26125125600,26093710500,26093710100,26125125000,0,0,0,0,0
26093711000,42.7467018,-83.8657695,0.000767996,115.3274,96.1,25.59,10.66,0.26,6.07,17.34,2.82,1646,90.04,2.85,4.99,74863,112519700,1.86,38.45434715,26093712101,26093724003,26093721100,26093712102,26093713300,26093710300,26155031301,26049013001,26049013002,26049013112,0,0,0
26093712101,42.6552668,-83.9051422,0.001051445,318.7996,99.47,28.88,10.89,0.14,10.38,16.57,2.82,1045,95.89,6.8,4.44,88631,84909100,0.73,37.9501385,26093712601,26093725000,26093724003,26093712602,26093712102,26093721100,26093711000,0,0,0,0,0,0
26093712102,42.6666203,-83.8490548,0.000710609,155.2832,98.84,27.5,7.99,0.32,4.44,13.55,2.95,903,94.8,3.19,5.65,83484,75136200,1.67,35.39240506,26093712601,26093712101,26093712602,26093713700,26093713300,26093711000,26093710300,0,0,0,0,0,0
26093712601,42.6145148,-83.8854141,0.001110785,1201.297,89.97,28.84,10.09,0.31,9.2,14.91,2.81,1327,95.03,4.12,3.87,98414,123116200,2,32.5060048,26093742401,26093730102,26093725100,26093742402,26093712602,26093725000,26093724003,26093712101,26093712102,0,0,0,0
26093712602,42.6124793,-83.8249359,0.000591267,376.4466,99.18,34.3,7.24,0.83,5.54,10.34,3.2,969,96.8,3.51,1.95,98527,89955900,0,34.18638339,26093712601,26093742402,26093742201,26093713700,26093712101,26093712102,26093713300,0,0,0,0,0,0
26093713100,42.6666491,-83.7163513,0.000692558,301.3737,97.72,24.35,14.36,0.19,6.38,16.27,2.76,1802,94.84,5.47,1.38,87052,136062300,3.39,41.62610936,26093713300,26093713700,0,0,26125131800,0,26093710300,26093710700,26125125600,0,0,0,0
26093713300,42.6610232,-83.7712407,0.00146757,194.9181,96.49,28.61,13.07,0.6,6.3,18.04,2.89,621,91.95,7.12,0,105575,57222100,1.66,28.06291391,26093712602,26093712102,26093713700,0,26093713100,26093711000,26093710300,26093710700,0,0,0,0,0
26093713700,42.6097364,-83.7695214,7.04E-06,897.8715,97.72,34.13,5.35,0.72,8.01,13.48,3.06,1535,97.65,2.23,2.03,99117,149469100,2.98,30.84546299,26093712602,26093742201,0,26093712102,26093713300,26093713100,0,0,0,0,0,0,0
26093720100,42.7386083,-84.0906427,0.000346739,93.99335,99.83,28.88,8.46,0.28,8.51,15.18,2.95,1264,94.86,6.41,8.47,71517,90540700,1.82,33.29583802,0,26093724002,26093721100,26155031302,26155031301,0,0,0,0,0,0,0,0
26093721100,42.7333927,-83.9763685,0.000728572,87.47979,98.82,24.63,11.18,0.09,7.14,16.5,2.82,1295,90.81,9.07,5.07,70365,87323400,4.75,39.63898917,26093720100,0,26093724002,26093724003,26093712101,26093711000,26155031301,26049013001,0,0,0,0,0
26093724001,42.6166344,-84.0053572,0.000137186,243.2897,99.64,23.1,13.88,0.79,12.5,26.25,2.51,877,91.22,7.24,14.31,72976,60716200,0,40.24255788,26093730101,26093730102,26093725100,26093724002,0,0,0,0,0,0,0,0,0
26093724002,42.6556987,-83.9896488,0.000545472,163.4348,99.59,23.47,12.65,0.08,8.1,19.26,2.63,968,94.42,4.49,8.78,73296,72636400,2.83,32.55451713,26093725100,26093725000,26093724001,26093724003,0,26093720100,26093721100,0,0,0,0,0,0
26093724003,42.6584913,-83.9267275,0.000381514,258.2212,98.43,23.53,14.28,0.14,7.19,19.7,2.63,860,93.84,7.47,0,73834,62537900,0,34.88673139,26093712601,26093725000,26093712101,26093724002,26093721100,26093711000,0,0,0,0,0,0,0
26093725000,42.617149,-83.9344659,0.000338643,2164.522,92.38,22.1,14.87,0.25,11.81,40.35,2.12,2687,89.47,7.05,3.17,59866,136375100,0.83,31.72043011,26093725100,26093712601,26093724002,26093724003,26093712101,0,0,0,0,0,0,0,0
26093725100,42.6029232,-83.9416447,0.000446517,2354.538,99.73,24.48,11.8,0.61,16.35,30.92,2.44,1877,87,11.65,11.29,47963,80290200,2.45,45.19153496,26093724001,26093730101,26093730102,26093742401,26093712601,26093725000,26093724002,0,0,0,0,0,0
26093730101,42.5781224,-84.0072081,2.41E-05,222.0976,99.39,25.7,9.89,0.15,6.44,14.18,2.89,966,96.38,5.4,0,103363,91167000,0,36.16048756,26093730600,26093730102,26093724001,26093725100,0,0,0,0,0,0,0,0,0
26093730102,42.5668248,-83.9396705,0.000809396,336.3879,98.8,27.9,12.91,0.06,6.19,16.25,2.79,1345,96.06,5.97,5.94,83734,99057600,0.59,32.75233077,26093730600,26093742500,26093730101,26093742401,26093724001,26093725100,26093712601,0,0,0,0,0,0
26093730600,42.5201746,-83.9787227,4.99E-05,293.2145,94.52,27.11,10.49,0.16,6.19,12.06,2.88,1363,93.69,3.23,1.72,95981,115273600,1.67,29.07904278,26093742500,26093730102,26093730101,0,0,0,0,0,0,0,0,0,0
26093742201,42.577221,-83.8150353,0.000387772,583.3235,96.93,26.76,12.44,0.96,10.66,22.34,2.66,1256,93.39,6.6,3.49,84959,95749300,0,41.19525547,0,26093742402,26093712602,26093713700,0,0,0,0,0,0,0,0,0
26093742401,42.5831664,-83.8796284,0.000548214,421.107,99.66,25.7,6.75,1.14,20.74,35.85,2.21,550,93.82,10.11,21.66,35150,16415500,6.42,31.80026281,26093742700,0,0,26093742402,26093742500,26093730102,26093725100,26093712601,0,0,0,0,0
26093742402,42.5943935,-83.8654251,0.000777016,1716.029,80.91,24.06,11.2,0.31,8.89,28.2,2.39,1829,89.17,5.46,6.05,68336,119519900,2.97,35.22692189,0,26093742201,26093742401,26093712601,26093712602,0,0,0,0,0,0,0,0
26093742500,42.544465,-83.8862855,0.000389867,207.5019,97.41,25.64,11.24,1.01,5.48,12.61,2.78,831,94.46,3.34,5.44,97288,76663100,0,38.8165038,0,26093730600,26093742700,26093730102,26093742401,0,0,0,0,0,0,0,0
26093742700,42.5529419,-83.8538109,0.000164899,718.3038,86.18,22.59,19.65,0.69,4.91,19.21,2.55,1567,91,1.55,0.95,102441,143417500,1.29,44.67040673,26093742500,0,0,26093742401,0,0,0,0,0,0,0,0,0
26107960100,43.7338142,-85.1587286,0.000703349,34.15256,98.77,22.41,19.79,0.97,10.31,26.63,2.47,1451,68.85,13.34,12.06,49743,55016200,2.71,52.96590378,26073000200,26107961000,26107960200,26073000100,26107960300,26035000500,26133970500,0,0,0,0,0,0
26107960200,43.6771686,-85.2244912,0.000317309,50.64513,92.44,18.95,22.66,1.33,8.97,23.74,2.32,2346,52.26,12.64,5.52,54083,68307000,3.56,55.39538715,26107961000,26107960100,26107960300,0,0,0,0,0,0,0,0,0,0
26107960300,43.7331569,-85.3527528,0.000154587,41.89196,95.56,22.93,18.23,0.73,8.57,24.02,2.44,1784,66.03,7.56,6.03,56307,67231300,3.35,43.5818262,26107960200,26107960100,26133970500,0,0,0,0,0,0,0,0,0,0
26107961000,43.5350978,-85.2298869,0.000120002,44.60878,98.99,23.45,23,0.4,6.37,23.31,2.5,3148,73.32,10.17,8.63,48987,118158800,2.16,55.38694992,0,26117970200,26073000300,26073000200,26107960100,26107960200,0,0,0,0,0,0,0
26111290100,43.6176309,-84.2376709,0.00012589,3617.882,99.04,21.41,13.7,2.04,12.15,41.28,2.18,1721,92.33,8.67,10.84,43881,70957000,1.92,42.04244032,26111290500,26111290600,26111290400,0,26111290300,0,0,0,0,0,0,0,0
26111290300,43.6331421,-84.2324366,0.00091305,2410.801,100,23.46,17.7,1.34,8.29,26.59,2.4,1734,94.58,3.79,1.67,89630,155778600,2.88,43.91054699,26111290100,0,26111290400,0,26111290900,26111291000,0,0,0,0,0,0,0
26111290400,43.6215304,-84.2695317,0.001056268,527.5548,96.94,19.19,15.01,6.62,8.78,26.61,2.48,795,91.7,9.35,8.84,124718,91418400,3.27,60.41586446,26111290500,26111291200,26111290100,26111290300,26111291000,26111290900,0,0,0,0,0,0,0
26111290500,43.5849689,-84.2539377,0.001284861,254.6181,78.6,25.7,13.71,0.66,7.46,17.1,2.67,767,96.09,6.7,7.89,68728,47835000,3.02,39.84526112,26111291200,26111291300,26111290600,26111290400,26111290100,0,0,0,0,0,0,0,0
26111290600,43.5914259,-84.1965115,0.000456967,285.8791,96.78,22.66,12.32,1.74,16.05,33.66,2.24,1136,89.96,17.11,8.68,36235,37612500,5.97,41.97080292,26145010100,26111291300,26111290500,26017285600,26111290100,0,0,0,0,0,0,0,0
