GEOID10,Latitude,Longitude,D_d,SE_T002_002,PCT_SE_T02A_002,PCT_SE_T011_002,PCT_SE_T011_005,PCT_SE_T054_003,PCT_SE_T058_006,PCT_SE_T058_008,SE_T064_001,SE_T068_001,PCT_SE_T070_002,PCT_SE_T025_002,PCT_SE_T113_002,SE_T059_001,SE_T068_001.1,PCT_SE_T080_002,Unemploy,neighbor1,neighbor2,neighbor3,neighbor4,neighbor5,neighbor6,neighbor7,neighbor8,neighbor9,neighbor10,neighbor11,neighbor12,neighbor13
26111290900,43.6475643,-84.2215974,0.00028193,3052.707,99.93,27.69,14.46,1.82,8.48,22.6,2.57,3123,95.9,1.8,7.25,94232,286561700,0.3,43.31177672,0,26111290300,26111291102,26111291000,26111290400,0,0,0,0,0,0,0,0
26111291000,43.6464585,-84.2688725,0.000910469,2840.5,99.9,21.88,15.25,1.73,6.95,29.55,2.32,2803,94.4,2.62,5.48,85256,221155800,2.2,47.79861797,26111291200,26111290400,26111290300,26111290900,26111291102,0,0,0,0,0,0,0,0
26111291101,43.7779059,-84.25202,0.000485153,57.12828,98.8,23.1,14.01,0.49,8.32,18.35,2.61,1580,88.99,13.08,9.47,58038,81833700,2.41,43.76068376,26111291102,26111291601,26051000500,26051000900,26017286400,0,0,0,0,0,0,0,0
26111291102,43.6951178,-84.2775803,0.000772848,159.3069,99.74,26.04,15.22,0.78,6.5,20.82,2.64,3543,95.03,7.74,4.09,97202,312894700,1.74,45.3514071,26017285600,0,0,26111290900,26111291000,26111291200,26111291602,26111291101,26111291601,0,0,0,0
26111291200,43.611856,-84.3293159,0.001224076,230.8412,98.21,24.27,13.39,0.8,8.84,18.36,2.62,2139,94.72,6.8,5.35,74188,152012100,0.98,48.67215041,26111291300,26111291500,26111290500,26111290400,26111291602,26111291000,26111291102,0,0,0,0,0,0
26111291300,43.5174439,-84.2798439,0.000987537,73.37537,99.78,24.47,13.55,0.48,7.58,17.88,2.67,1725,94.03,6.65,5.51,67565,112767500,1.5,39.43621868,26145012200,26145012100,26111291400,26145012002,26145010100,26111290600,26111291500,26111291200,26111290500,0,0,0,0
26111291400,43.5238995,-84.4993682,0.001260147,39.5273,98.52,24.26,12.05,0.07,7.7,19.43,2.65,1731,91.57,15.43,7.96,55282,89613300,2.9,47.79911374,26057000700,26145012200,26057000200,26073000900,26111291300,26111291500,26073940200,26111291602,26111291700,0,0,0,0
26111291500,43.5980571,-84.4265698,0.001628719,121.1462,99.13,25.03,11.01,0.39,9.78,17.22,2.73,1683,93.52,15.53,15.43,53521,83492800,2.95,47.59293114,26111291400,26111291300,26111291200,26111291602,26111291700,0,0,0,0,0,0,0,0
26111291601,43.7653642,-84.4418086,0.000992169,73.30001,96.91,21.05,15.25,0.16,8.66,20.57,2.51,1296,78.4,14.3,4.99,64742,69792300,3.15,45.98130841,26111291602,26111291102,26111291700,26111291101,26051000500,26051000800,0,0,0,0,0,0,0
26111291602,43.682589,-84.41878,0.001226322,151.7037,88.63,22,16.33,0.1,9.26,22.97,2.45,2142,91.27,11.75,13.75,61005,119754500,0.25,46.03216451,26111291200,26111291500,26111291400,26111291700,26111291102,26111291601,0,0,0,0,0,0,0
26111291700,43.7367787,-84.5567067,0.001021279,61.77984,99.05,23.47,16.12,0.25,9.08,24.44,2.46,2031,88.43,12.45,9.35,50108,92449600,4.66,44.22043011,26111291400,26111291500,26111291602,26073940200,26111291601,26051000800,26051000500,26035000800,0,0,0,0,0
26117970100,43.3720449,-84.9108603,0.000597647,56.91777,99.19,24.66,14.22,0.63,10.04,21.81,2.66,1978,84.13,16.85,19.46,42081,67540400,1.87,51.55096012,26057000100,26117971000,26117970900,26117970200,26073000300,0,0,0,0,0,0,0,0
26117970200,43.3863766,-85.0292964,0.000102849,53.9274,99.68,22.93,17.6,0.29,13.12,24.75,2.43,1612,87.97,15.02,13.15,44155,60272000,4.32,48.00431499,26117970900,26117970100,0,26073000300,26107961000,0,0,0,0,0,0,0,0
26117970900,43.248979,-84.9384992,1.54E-05,75.0599,95.25,23.53,15.7,0.22,10.01,26.38,2.5,1944,66.31,12.06,15.35,47158,60221100,2.58,51.77629265,26117971000,26117970100,26117970200,0,0,0,0,0,0,0,0,0,0
26117971000,43.1703843,-84.9428764,1.35E-05,88.47712,99.61,17.31,11.11,17.59,11.1,22.33,2.66,1923,89.91,14.17,9.19,53181,109872100,2.13,59.72125436,26057000800,26117970900,26057000100,26117970100,0,0,0,0,0,0,0,0,0
26125120300,42.8407,-83.1914382,0.000291088,148.5783,95.94,21.92,13.99,0.68,6.04,16.19,2.68,1328,89.76,8.63,3.59,108245,123941600,2.1,40.11887073,26125121000,26087341000,0,0,0,0,0,0,0,0,0,0,0
26125121000,42.852849,-83.268547,0.000703638,217.4427,98.33,27.17,9.15,2.05,15.71,21.61,2.67,1368,91.67,10.5,11.1,69024,75720300,1.46,41.6447944,26125120300,26125121400,26087341500,26087341000,0,0,0,0,0,0,0,0,0
26125121400,42.8482391,-83.3032511,1.36E-05,491.9011,96.07,32.27,12,1.73,5.5,18.77,2.9,1462,93.3,6.15,2.67,95343,116223500,2.95,33.58778626,26125121000,26125122400,26125122200,26087342000,26087341500,0,0,0,0,0,0,0,0
26125122200,42.8614851,-83.3905565,0.001122995,236.3033,98.97,24.77,8.05,0.77,4.61,13.84,2.9,1248,95.51,8.17,3.79,89267,102121600,0,32.07898659,26125122400,26125122700,26125121400,26125122900,26125123100,26049013401,26087342000,26087341500,0,0,0,0,0
26125122400,42.8198012,-83.3714058,0.00061138,566.507,98.24,28.3,8.59,0.99,11.26,16.65,2.88,2502,93.37,11.31,5.92,74811,171841800,2.44,36.67541229,26125127100,26125122700,26125122200,26125121400,0,0,0,0,0,0,0,0,0
26125122700,42.8136947,-83.4199535,0.001977377,482.4492,92.76,23.73,9.4,0.66,9.28,17.13,2.69,1248,89.82,3.54,8.15,82044,97059000,0.85,41.98113208,26125123100,26125127100,26125122400,26125122200,26125122900,0,0,0,0,0,0,0,0
26125122900,42.8485128,-83.421668,0.002186283,924.1592,99.42,26.42,7.6,0.69,14.52,19.21,2.78,726,91.05,4.79,14.37,74956,48797000,2.76,36.38360176,26125123100,26125122700,26125122200,0,0,0,0,0,0,0,0,0,0
26125123000,42.8259746,-83.5440998,0.00135298,141.0038,96.81,25.38,10.35,1.46,10.14,21.53,2.71,1032,85.08,10.95,14.06,71245,59062400,0.84,47.02161307,26125125000,26125124000,26125126400,0,26125123100,26049011101,26049013401,0,0,0,0,0,0
26125123100,42.8417221,-83.480889,0.001186471,168.5995,98.83,22.86,10,0.75,4.79,11.92,2.86,1125,94.67,6.43,2.63,101874,98817900,1.96,42.5137073,0,0,26125123000,26125127100,26125122700,26125122900,26125122200,26049013401,0,0,0,0,0
26125124000,42.8335462,-83.6284023,0.001346776,167.0337,94.74,22.79,12.93,3.18,7.12,19.61,2.62,2166,91.37,4.75,3.07,77798,130778700,1.43,43.69402082,26049013204,26093710100,26125125000,26125124500,26125126400,26125123000,26049013202,26049013301,26049012906,26049011102,26049011101,26049013401,0
26125124500,42.7987992,-83.6229675,0.000842552,2200.009,90.64,25.5,12.52,1.15,13.14,30.93,2.45,2701,90.74,12.41,7.61,58723,142699200,3.29,40.20110815,26125125000,26125124000,0,0,0,0,0,0,0,0,0,0,0
26125125000,42.7621227,-83.6255958,0.000466741,212.9021,95.91,23.29,12.41,1.62,5.84,14.06,2.82,1305,93.18,9.96,9.26,82582,96622100,4.27,37.84461153,26125125600,26093710700,26093710100,26125126500,26125126400,26049013204,26125124000,26125124500,26125123000,0,0,0,0
26125125600,42.7158147,-83.6344591,0.000316986,152.831,95.2,21.2,11.74,0.86,6.16,17.61,2.63,1180,89.49,10.99,0.99,88983,93433100,0,41.33738602,0,26093713100,26093710700,0,0,0,26125126500,26093710100,26125125000,26125126400,0,0,0
26125126400,42.7468508,-83.5010101,0.00025796,294.8247,97.19,22.54,12.25,0.71,6.24,13.24,2.76,1362,95.37,7.74,1.94,90282,114839100,0.94,33.40213278,26125126500,26125127100,0,26125125600,26125125000,26125124000,26125123000,0,0,0,0,0,0
26125126500,42.7157507,-83.5248229,3.80E-05,249.0397,96.45,27.16,8.34,1.06,6.67,14.17,2.88,1169,92.39,3.94,0,95226,103796800,0.83,42.14368037,0,26125125600,0,26125126400,26125125000,0,0,0,0,0,0,0,0
26125127100,42.7701311,-83.4038752,0.000156148,451.2809,98.23,26.36,11.44,1.06,5.61,11.06,2.87,1905,96.33,1.96,2.62,129357,230514300,1.46,44.05964406,0,26125126400,0,26125123100,26125122700,26125122400,0,0,0,0,0,0,0
26125131800,42.6585326,-83.6464004,2.96E-05,641.098,97.09,25.2,10.59,0.47,12.41,22.7,2.62,1608,90.67,12.31,14.47,72703,108110000,1.28,39.1520371,0,0,26093713100,0,0,0,0,0,0,0,0,0,0
26129950200,44.3895372,-84.2660072,5.37E-05,18.84575,99.48,20.86,20.86,0.24,7.01,23.61,2.43,2425,57.65,15.87,8.35,54980,66306700,2.16,53.05129165,26143971100,26129950600,0,0,0,0,0,0,0,0,0,0,0
26129950600,44.2050554,-84.207069,0.00064182,33.71714,98.42,20.76,19.07,0.04,8.84,24.46,2.42,1680,66.67,19.23,12.83,44355,45109600,3.54,52.48594898,26051000100,26143971100,26051000200,26051000300,26011970200,26129950200,0,0,0,0,0,0,0
26133970500,43.8675694,-85.2391134,0.000165053,39.19881,97.66,23.73,18.27,0.33,6.85,23.63,2.53,3052,57.4,19.14,12.87,44673,76392400,1.75,56.03799186,26073000100,26107960100,26035000500,26107960300,26035000400,0,0,0,0,0,0,0,0
26143971100,44.2449873,-84.4922795,0.000154064,19.11612,98.62,15.38,26.57,0.57,7.44,30.06,2.14,2482,52.54,20.69,31.1,36412,47955200,5.92,67.77950311,26051000100,26035000100,0,26129950600,26129950200,0,0,0,0,0,0,0,0
26145000100,43.4500993,-83.9196524,0.000646533,633.9973,89.13,28.46,10.6,78.8,43.38,30.7,2.54,439,80.87,29.6,61.25,23354,10019000,14.22,87.35751295,26145000400,0,0,26145001900,26145010700,26145010800,0,0,0,0,0,0,0
26145000400,43.4325065,-83.9296472,0.000694962,2180.592,94.91,21.75,14.5,78.75,28.95,46.38,2.21,853,71.28,42.34,73.59,18121,11652400,17.57,88.27720207,26145000600,26145001800,0,0,0,26145000100,26145001900,0,0,0,0,0,0
26145000600,43.4142933,-83.9496824,0.000804359,1470.235,90.79,29.62,10.06,68.99,33.24,32.39,2.61,903,78.29,32.64,33.17,31451,22644800,4.86,66.41483516,0,26145001000,26145001100,26145001300,26145001700,0,26145001800,26145000400,0,0,0,0,0
26145001000,43.3995894,-83.9370103,7.37E-05,3785.086,100,29.53,8.62,74.34,35.05,31.35,2.57,1963,83.85,17.02,50.4,32933,52858600,14.95,59.52803857,26145011500,26145011800,26145011000,26145001100,0,26145000600,0,0,0,0,0,0,0
26145001100,43.3938358,-83.9561069,0.001376407,2046.24,92.91,38.8,7.34,69.01,49.28,23.7,2.86,1294,86.09,24.87,61.85,21891,26116900,25.31,72.29879947,26145011800,26145011901,26145001200,26145001000,26145001300,26145000600,0,0,0,0,0,0,0
26145001200,43.3960226,-83.9822169,0.000696683,1684.287,93.53,32.36,8.43,26.45,28.11,27.6,2.66,1358,86.45,17.39,27.78,34489,43870200,11.01,49.82192323,26145011901,26145001100,26145010600,26145001300,0,0,0,0,0,0,0,0,0
26145001300,43.4105324,-83.9739061,0.000850469,3869.604,91.96,28.26,9.2,30.44,25.85,31.33,2.6,1209,75.52,24.03,26.93,32854,28780800,11.19,52.13367609,26145001100,26145001200,0,26145000600,26145001700,0,0,0,0,0,0,0,0
26145001700,43.4206778,-83.9623186,0.000985122,5660.96,89.92,22.65,7.81,34.44,23.38,42.25,2.35,1014,78.9,25.92,37.9,28409,24489000,10.21,71.61172161,26145000600,26145001300,0,26145001800,0,0,0,0,0,0,0,0,0
26145001800,43.4308181,-83.951117,8.21E-05,2634.034,92.79,31.36,7.67,33.47,31.56,31.7,2.7,932,76.5,23.39,22.37,42801,28933900,7.54,54.25454545,26145000600,26145001700,26145000400,0,0,26145001900,0,0,0,0,0,0,0
26145001900,43.440172,-83.9501982,0.000377875,3999.277,93.33,32.36,7.16,27.4,31.58,28.67,2.71,880,82.05,24.44,19.88,33586,23611400,3.7,54.03225806,26145000400,26145001800,0,26145000100,26145010700,0,0,0,0,0,0,0,0
26145010100,43.5200017,-84.0986122,0.000911082,276.6338,98.84,23.47,9.63,9.13,8.37,19.06,2.69,3199,95.62,7.73,2.37,83550,228676700,3.4,50.23929806,26145010200,26145010302,26145012002,26145012100,26111291300,26017285400,26111290600,26017285500,26017285600,0,0,0,0
26145010200,43.5055528,-83.9851921,0.001900969,273.4059,98.79,8.23,6.79,7.96,7.31,22.32,2.51,1059,94.33,9.7,12.7,59334,105378300,4.11,39.07785336,26145010700,26145010800,26145010304,26145010303,26145010302,26145010100,26017285400,0,0,0,0,0,0
26145010302,43.4608652,-84.0626966,0.001131323,948.3444,98.09,21.59,19.73,7.86,8.56,26.36,2.41,3282,93.97,7.36,4.11,77642,214449100,0.8,42.24883566,26145010502,26145012001,26145012002,0,0,26145010303,26145010200,26145010100,0,0,0,0,0
26145010303,43.4657748,-84.00513,0.001117792,1732.188,100,19,24.53,5.7,5.51,30.22,2.27,1623,95.01,5.42,2.98,80194,124220800,2.84,45.88045234,0,0,26145010304,0,26145010302,26145010200,0,0,0,0,0,0,0
26145010304,43.4689269,-83.9839158,0.001530647,1311.821,98.54,21.16,14.24,12.77,15.92,32.88,2.22,2412,94.82,13.54,24.74,51262,102679100,1.9,50.74358974,26145010700,0,0,26145010303,26145010200,0,0,0,0,0,0,0,0
26145010502,43.422535,-84.0351762,0.000602636,1790.046,97.63,17.85,19.95,8.19,11.75,39.56,2.03,2933,93.42,6.75,4.5,56533,137603400,1.15,43.54389224,26145011901,26145010600,0,26145012001,0,0,26145010302,26145012002,0,0,0,0,0
26145010600,43.4040509,-84.0113615,0.000756569,1630.323,94.6,24.1,13.05,18.15,18.24,33.52,2.31,1188,90.91,19.75,17.62,46560,50191800,4.08,38.87387387,26145011901,26145001200,26145010502,0,0,0,0,0,0,0,0,0,0
26145010700,43.4593114,-83.9391379,0.001147351,1829.006,94.93,23.73,15.4,11.68,18.93,27.96,2.47,2649,92.75,10.79,14.44,46944,115296200,5.42,46.04926108,26145000100,26145001900,0,26145010304,26145010800,26145010200,0,0,0,0,0,0,0
26145010800,43.479556,-83.9002667,0.001411838,238.9922,79.36,25.23,15.98,24.62,15.8,28.46,2.47,1138,89.54,10.48,13.35,41896,46630900,6.74,55.33807829,26145011000,26145011100,0,0,26145000100,26145010700,26145010200,26017285300,26017285400,0,0,0,0
26145011000,43.4059471,-83.8939978,0.000119908,1444.945,99.24,28.46,14.45,74.57,33.6,31.83,2.45,2781,89.36,26.12,31.82,34481,86721300,3.38,66.33621599,26145011701,26145011100,26145011500,26145001000,0,0,26145010800,0,0,0,0,0,0
26145011100,43.4547926,-83.851385,0.001464951,64.33139,98.51,21.51,16.85,10.1,11.54,28.28,2.42,756,91.67,13.28,10.35,54268,42546700,4.72,39.86054619,26145011701,26145011300,26145011200,26145011000,26145010800,26017285300,0,0,0,0,0,0,0
26145011200,43.4327928,-83.7601889,0.000791129,54.98184,99.96,21.94,17.14,0.46,4.35,19,2.56,792,95.71,8.62,6.42,66213,48733300,0.95,38.47583643,26145011701,26145011300,26145011100,26157000800,26017285300,0,0,0,0,0,0,0,0
26145011300,43.3452162,-83.754748,0.001129549,195.6282,99.43,20.25,26.16,0.48,6.13,31.6,2.28,3161,92.41,8.42,2.84,80818,216432400,0.11,45.33811475,26157001300,26145013100,26157000800,26145013000,26145011702,26145011701,26145011200,26145011100,0,0,0,0,0
26145011500,43.3844017,-83.9097301,0.001037918,972.8427,100,26.21,13.46,29.91,24.23,31.06,2.43,1227,93.15,25.63,31.37,31917,33481300,4.77,52.05479452,26145011600,26145011800,26145011701,26145001000,26145011000,0,0,0,0,0,0,0,0
26145011600,43.3584563,-83.8956582,0.00100269,628.2978,98.06,22.51,17.23,44.59,20.16,27.23,2.4,1673,90.44,12.39,8.76,53818,75077300,7.67,48.54742737,26145011701,26145011702,26145011800,26145011500,0,0,0,0,0,0,0,0,0
26145011701,43.3720328,-83.8464876,0.001062013,149.9198,99.69,19.2,19.87,7.98,9.41,23.09,2.41,724,93.92,10.43,2.55,57564,36150800,1.75,48.54651163,26145011702,26145011300,26145011600,26145011500,26145011200,26145011100,26145011000,0,0,0,0,0,0
26145011702,43.3252634,-83.8796361,0.000890195,159.358,98.08,18.59,16.84,1.59,10.26,20.74,2.47,1014,93.2,12.75,8.13,55095,47823200,1.15,43.90625,26145013100,26145013000,26145011300,26145012900,26145011800,26145011701,26145011600,0,0,0,0,0,0
26145011800,43.3415163,-83.9861209,0.001735683,84.13522,93.28,22.76,17.37,15.65,14.37,22.4,2.53,912,91.56,15.38,8.55,59399,44905700,2.65,56.85483871,26145012900,26145012600,26145011901,26145013000,26145011702,26145011600,26145011500,26145001100,26145001000,0,0,0,0
26145011901,43.3657274,-84.0540054,0.00178854,120.8825,87.52,22.34,15.87,0.25,8.87,19.54,2.6,800,97.25,7.15,6.43,60721,44812200,1.63,43.34155364,26145012900,26145012600,26145011800,26145011902,26145001100,26145001200,26145010600,26145012003,26145012001,26145010502,0,0,0
26145011902,43.3478063,-84.1229655,0.001342982,101.6716,96.39,20.78,16.36,0.3,8.03,20.85,2.52,966,95.34,9.05,8.25,68660,60489900,0.57,49.21414538,26145012600,26145011901,26145012400,26145012300,26145012003,26145012100,0,0,0,0,0,0,0
26145012001,43.4176071,-84.0577717,0.00077885,1098.219,96.73,21.14,18.58,0.9,12.17,22.45,2.49,1489,96.04,12.36,4.98,64529,80080800,3.79,49.60988296,26145011901,26145012003,26145010502,26145012002,26145010302,0,0,0,0,0,0,0,0
26145012002,43.4561229,-84.1272442,0.001265719,245.5313,96.45,22.44,14.74,1.21,5.95,16.18,2.63,1492,96.92,6.46,0,107563,136820700,2.91,38.8852459,26145012001,26145012003,26145012100,26145010502,26145010302,26145010100,26111291300,0,0,0,0,0,0
26145012003,43.4115564,-84.1208107,0.001024232,383.1672,95.68,17.89,26.54,1.11,8.36,34.73,2.18,2216,93.41,12.59,6.77,58414,112154900,0.78,49.31612903,26145011901,26145011902,26145012001,26145012300,26145012100,26145012002,0,0,0,0,0,0,0
26145012100,43.4393868,-84.2396573,0.001315151,112.886,99.03,23.43,16.22,0.27,10.56,20.81,2.57,1714,93.93,8.37,5.42,65808,103318800,2.04,42.48927039,26145012300,26145012200,26145011902,26145012003,26145012002,26111291300,26145010100,0,0,0,0,0,0
26145012200,43.4395206,-84.3205142,0.001266517,66.16161,99.9,22.44,17.22,0.6,9.89,23.29,2.52,692,94.94,9.47,10.13,54094,33809100,1.76,41.12359551,26057000700,26145012300,26145012100,26111291400,26111291300,0,0,0,0,0,0,0,0
26145012300,43.3551354,-84.2782325,0.001448869,51.49219,99.7,22.72,15.04,0.19,6.24,17.62,2.67,1214,96.29,9.73,7.71,63014,74860800,2.36,49.61508853,26057000700,26145012500,26145012400,26145012600,26145011902,26145012200,26145012100,26145012003,0,0,0,0,0
26145012400,43.2613253,-84.2206651,0.00162881,54.61768,99.21,22.42,12.87,0.3,8.93,17.46,2.71,785,94.14,14.12,5.14,57172,41221200,1.25,45.07936508,26145012500,26145012700,26145012600,26145012300,26145011902,0,0,0,0,0,0,0,0
26145012500,43.1987042,-84.2793575,0.001530907,48.97503,99.5,24.35,13.5,0.45,9.28,19.96,2.67,1724,91.24,16.7,7.97,50977,77690300,2.3,50.35847433,26057000900,26155030200,26155030100,26145012700,26145012600,26145012400,26057000700,26145012300,0,0,0,0,0
26145012600,43.270034,-84.1012951,0.001696118,93.46767,98.18,23.07,16.19,0.76,12.31,25.8,2.45,1543,93.71,10.47,9.39,54295,74385000,2.41,43.00960512,26145012900,26145012700,26145012500,26145012400,26145011901,26145011800,26145011902,26145012300,0,0,0,0,0
26145012700,43.1739049,-84.1096236,0.001741418,139.239,99.11,22.8,17.49,0.44,9.8,26.16,2.41,2041,91.96,13.45,10.22,55044,96659000,3.82,49.52606635,26155030100,26145012500,26145012900,26145012600,26145012400,0,0,0,0,0,0,0,0
26145012900,43.2128251,-83.9933506,0.001758069,67.21106,98.55,23.78,13.94,1.39,7.62,19.5,2.67,1875,95.2,12.77,6.51,59573,98296100,3.64,50.62893082,26155030100,26145012700,26049010700,26049012603,26049012601,26145012600,26145013000,26145011901,26145011800,26145011702,0,0,0
26145013000,43.2597222,-83.8652136,0.001523315,127.7405,99.43,24.85,11.68,0.82,10.37,16.04,2.74,1757,93.34,12.69,6.49,62368,91556500,2.93,46.96117051,26049012601,26145012900,26049010201,26145013100,26145011300,26145011702,26145011800,0,0,0,0,0,0
26145013100,43.2639584,-83.7600312,0.001560244,169.9152,99.84,23.94,14.65,0.56,9.81,22.42,2.56,2518,93.53,10.87,2.94,67968,148511300,2.52,50.10566763,26049012601,26145013000,26049010201,26049010111,26049010112,26157001300,26145011300,26157000800,26145011702,0,0,0,0
26151970200,43.6165904,-82.8941702,0.000738384,17.01724,99.86,24.45,16.53,0,7.35,22.77,2.62,1201,80.43,17.93,9.28,49914,48017900,2.7,46.89265537,26151970300,26151970900,26157000400,26157000100,26063950900,0,0,0,0,0,0,0,0
26151970300,43.5007611,-82.9954032,0.001456224,27.06767,99.87,26.74,14.61,0.4,8.6,21.97,2.71,1635,83.24,16.14,10.83,46442,67342200,2.34,45.2094836,26157000500,26157001100,26151971000,26151970900,26151970200,26157000400,26157000100,0,0,0,0,0,0
26151970900,43.4248858,-82.8151848,5.67E-05,67.76598,99.95,22.01,17.34,0.93,11.87,32.67,2.31,2299,90.13,12.5,12.64,44285,91848500,5.69,51.86370912,26151971000,26151970300,26151970200,0,0,0,0,0,0,0,0,0,0
26151971000,43.3633668,-82.9947897,0.001081608,49.09526,99.96,24.25,16.1,0.29,10.38,25.16,2.55,1948,88.55,11.87,13.94,49751,86666800,3.5,46.23229462,26087330500,26087330000,26151971100,26157001100,26151970900,26157000500,26151970300,0,0,0,0,0,0
26151971100,43.2510405,-82.9353023,0.00023559,49.59133,99.89,28.8,13.01,0.11,10.9,22.56,2.74,1461,89.19,22.32,14.96,48879,65156800,2.33,53.4203103,26087330000,26151971000,0,0,0,0,0,0,0,0,0,0,0
26155030100,43.0571676,-84.0288611,0.001212793,54.18874,99.76,22.43,16.46,0.22,8.18,19.16,2.61,2454,93.15,10.13,7.53,62389,140936800,3.01,45.35699546,26155031700,26155031302,26155031800,26155031900,26049012801,26049012703,26155030300,26155030200,26049010700,26145012500,26145012700,26145012900,26049012603
26155030200,43.0639976,-84.2944485,0.000674675,41.97357,99.49,21.6,15.58,0.31,7.54,18.99,2.58,1500,92,12.65,5.79,61790,79216000,1.56,41.64866811,26155030300,26155031700,26155030100,26057000900,26145012500,0,0,0,0,0,0,0,0
26155030300,42.999132,-84.2335158,0.000487459,153.979,98.15,20.65,21.39,0.12,9.14,29.17,2.34,2255,93.66,14.66,11.93,53467,116665800,1.83,48.95457823,26155031600,26155030200,26155030800,0,26155030400,26155030500,26155031700,26155030100,0,0,0,0,0
26155030400,43.0062691,-84.1845814,0.001300794,2766.427,97.52,22.08,19.88,0.46,12.18,33.6,2.24,1383,90.82,5.6,12.06,68357,84011000,5.78,46.36030907,26155030600,0,26155030500,26155030300,0,0,0,0,0,0,0,0,0
26155030500,43.0032883,-84.1647566,0.000409028,4724.371,98.84,26.24,13.19,0.47,16.18,29.14,2.49,1499,91.13,11.15,11.95,47493,65540700,4.06,43.23111444,26155030600,26155030800,26155031600,26155031700,26155030400,26155030300,0,0,0,0,0,0,0
26155030600,42.9980354,-84.1762226,0.001298947,3793.198,96.91,25.74,7.75,0.84,17.25,38.04,2.34,964,82.37,13.43,27.25,33703,27670900,11.45,45.29058116,0,26155030800,26155030500,26155030400,0,0,0,0,0,0,0,0,0
26155030800,42.9877798,-84.167784,0.000344155,3332.362,98.33,23.4,10.29,1.68,16.81,32,2.44,1478,91.34,12.02,21.03,37916,51718200,3.81,49.96141975,26155030300,26155031600,0,26155030600,26155030500,0,0,0,0,0,0,0,0
26155031301,42.8197161,-84.0112705,0.000938829,80.23705,98.39,25.12,12.88,0.26,7.87,17.35,2.74,1700,91.88,8.5,4.87,61039,104011000,2.76,46.69939989,26155031302,26093720100,26093721100,26093711000,26049013001,26155031800,26049012801,0,0,0,0,0,0
26155031302,42.8827349,-84.1089206,0.000235052,77.82259,97.29,23.54,12.06,0.19,7.29,16.81,2.74,1659,91.8,7.78,4.11,58477,91927300,1.4,50.52902488,26093720100,26155031301,26155031800,26155031600,26155031700,26155030100,0,0,0,0,0,0,0
26155031600,42.975798,-84.1411962,0.000790477,596.9272,99.25,22.74,15.3,1.11,15.92,28.57,2.4,1744,91.11,14.66,14.49,50969,80888800,1.32,47.6088943,26155031302,26155030300,26155031700,26155030800,26155030500,0,0,0,0,0,0,0,0
26155031700,43.007041,-84.0906091,0.000980154,145.7066,98.94,23.75,17.1,0.2,9.6,26.65,2.44,1770,94.12,8.19,8.54,59810,98089100,0.79,44.11057692,26155031600,26155031302,26155030100,26155030500,26155030300,26155030200,0,0,0,0,0,0,0
26155031800,42.9037633,-84.0015164,0.000705855,182.4934,99.23,23.23,17.07,0.46,10.79,26.39,2.48,1890,89.21,15.78,13.69,45891,74205800,1.11,54.19296664,26155031302,26155031301,26049013001,26049012801,26155031900,26155030100,0,0,0,0,0,0,0
26155031900,42.9267093,-83.9609951,0.001022831,308.3867,98.73,24.51,14.78,0.19,13.44,26.15,2.5,2064,72.43,8.79,16.2,50939,86393400,2.54,51.77853387,26155031800,26049012801,26155030100,0,0,0,0,0,0,0,0,0,0
26157000100,43.6287343,-83.2042566,0.00062729,83.28216,98.8,24.06,19.35,0.34,10.98,27.93,2.44,1995,88.12,13.2,14.25,47272,82537800,2.23,46.18668184,26157000400,26151970300,26151970200,26063950900,0,0,0,0,0,0,0,0,0
26157000400,43.5509435,-83.2695241,0.0009683,40.87394,98.87,22.61,16.97,0.4,7.08,21.86,2.57,1445,89.9,19.56,8.95,56129,69544500,2.18,47.49818709,0,26157000600,26157000500,26151970300,26157000100,26151970200,0,0,0,0,0,0,0
26157000500,43.4585302,-83.244314,0.001376451,58.30798,96.28,23.58,14.37,0.28,9.24,21.59,2.59,2367,88.26,15.27,11.34,53659,114349100,3,47.67981439,26157001000,26157000700,26157001100,26151971000,26151970300,26157000600,26157000400,0,0,0,0,0,0
26157000600,43.4856074,-83.4216072,0.000361273,555.3369,99.98,21.79,19.52,0.63,14.61,35.85,2.23,2075,89.4,19.11,24.94,41640,76660300,8.96,49.61197339,0,26157000700,26157000500,26157000400,0,0,0,0,0,0,0,0,0
26157000700,43.4420801,-83.5167159,0.000868584,57.57166,98.28,20.26,13.56,4.03,10.54,23.64,2.48,1483,89.55,19.26,11.93,53054,72154300,7.28,60.19271304,26157000800,26157000900,26157001000,26157000500,0,26157000600,0,0,0,0,0,0,0
26157000800,43.3896814,-83.650461,0.001027491,80.2902,99.68,23.1,16.65,0.45,8.67,27.05,2.43,1767,92.7,11.32,8.11,54531,91721500,3.33,43.83438344,26157001300,26145013100,26145011300,26157001000,26157000900,26145011200,26157000700,26017285300,0,0,0,0,0
26157000900,43.3586122,-83.5517293,0.001187033,191.3582,98.95,27.47,13.03,4.8,12.42,23.59,2.55,2237,89.27,16.99,11.61,50387,102286700,3.4,47.99544419,26157001000,26157000800,26157000700,0,0,0,0,0,0,0,0,0,0
